id,user_id,session_id,error_type,error_message,stack_trace,url,method,status_code,ip_address,user_agent,log_metadata,severity,resolved,resolved_at,resolved_by,created_at
1,,80f91634-bad5-40a8-a2da-c1a867ead4d8,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:34:37+00:00
2,,896b42d3-db52-483a-8c78-31ef4a22fd44,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:34:53+00:00
3,,9bae9540-7749-4456-8532-fa367152dea0,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:35:06+00:00
4,,d19d81d3-bd4d-450b-b522-a97cc994a501,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:35:09+00:00
5,,85203add-ec6f-4d61-b673-583697f13d3d,HTTP_401,Request failed with status 401,,http://localhost:8000/auth/login,POST,401,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,WARNING,False,,,2025-09-18 07:35:15+00:00
6,,998a0684-37bc-4eae-b80b-f30ae46f297d,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:35:26+00:00
7,,6bfbb65d-15bd-43d1-aebb-ad3d7ea8fe3c,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:35:37+00:00
8,,d4ffb6e6-c4f5-4bc6-8a6a-15ffbf5b6f5e,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:35:56+00:00
9,,b3945a15-67e8-474b-b48e-8912899098e3,HTTP_404,Request failed with status 404,,http://localhost:8000/companies/mtn-ghana.png,GET,404,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,WARNING,False,,,2025-09-18 07:35:59+00:00
10,,c9dbebac-e2f6-44c3-9f15-3456a64dd496,HTTP_404,Request failed with status 404,,http://localhost:8000/companies/goldfields-ghana.png,GET,404,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,WARNING,False,,,2025-09-18 07:36:00+00:00
11,,26bde541-fde6-408f-9cdd-253ced6b87e3,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:36:06+00:00
12,,f4c74ce6-316f-4c66-8bd6-7321cfea0375,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:36:13+00:00
13,,6a537e99-9910-4235-b4dc-86015b35a2e9,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:36:13+00:00
14,,e41ed8a2-17c8-49b7-9529-59fcecae7612,HTTP_422,Request failed with status 422,,http://localhost:8000/api/admin/users/stats,GET,422,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,WARNING,False,,,2025-09-18 07:36:13+00:00
15,,6e167695-a09e-4e70-ac5f-142a0b66a823,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:36:43+00:00
16,,bb3db87b-fced-43ac-b21f-d13b01ae8984,HTTP_500,Request failed with status 500,,http://localhost:8000/api/notifications/stats,GET,500,127.0.0.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,ERROR,False,,,2025-09-18 07:36:43+00:00
